id,stripe_id,consumed,good_until,charged_at,price_id,subscriber_id,do_not_renew,notify_via_email,notify_via_push,notify_via_sms,status,was_trial,paid_until,subscriber_since,amount_paid_in_cents,application_fee_in_cents,days_in_subscription
3648,sub_1KBoGYJMuPhqEMcietpZwxr5,-1,2022-02-08 16:35:33-06,,80,2049,t,t,t,f,7,f,2022-01-04 18:35:33-06,,0,0,7
3636,sub_1KBnFHJMuPhqEMci0QEHFYMv,-1,2022-03-12 18:00:00-06,,78,2054,t,f,t,t,20,t,2022-03-12 20:00:00-06,2022-02-12 18:00:00-06,4999,900,28
3662,,-1,,,42,2069,f,t,t,t,6,f,,,0,0,0
3644,,-1,,,78,2060,f,t,t,t,6,f,,,0,0,0
3645,,-1,,,76,2061,f,t,t,t,6,f,,,0,0,0
3674,sub_1KC4Q0JMuPhqEMciZYkZhni2,-1,2022-03-24 18:00:00-06,,77,2080,t,t,t,t,9,t,2022-02-24 20:00:00-06,2022-01-24 18:00:00-06,4999,900,28
3668,,-1,,,86,2073,f,t,t,t,6,f,,,0,0,0
3672,sub_1KC4ErJMuPhqEMci19ypgBdk,-1,2022-04-03 19:00:00-05,,79,2077,t,f,t,t,10,t,2022-04-03 21:00:00-05,,0,0,95
3669,,-1,,,2,137,f,t,t,t,6,f,,,0,0,0
3670,,-1,,,4,49,f,t,t,t,6,f,,,0,0,0
3656,,-1,,,4,2067,f,t,t,t,6,f,,,0,0,0
3657,,-1,,,69,2066,f,t,t,t,6,f,,,0,0,0
3658,,-1,,,78,2068,f,t,t,t,6,f,,,0,0,0
3842,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3665,,-1,,,69,2071,f,t,t,t,6,f,,,0,0,0
3676,,-1,,,76,2081,f,t,t,t,6,f,,,0,0,0
3677,,-1,,,69,2083,f,t,t,t,6,f,,,0,0,0
3673,sub_1KC4NJJMuPhqEMcioQyhrV4k,-1,2022-04-03 19:00:00-05,,79,2020,f,t,t,t,10,t,2022-04-03 21:00:00-05,,0,0,95
3678,,-1,,,87,2078,f,t,t,t,6,f,,,0,0,0
3680,,-1,,,69,2088,f,t,t,t,6,f,,,0,0,0
3681,,-1,,,79,2090,f,t,t,t,6,f,,,0,0,0
3683,,-1,,,5,1787,f,t,t,t,6,f,,,0,0,0
3684,,-1,,,79,2011,f,t,t,t,6,f,,,0,0,0
3685,sub_1KC5woJMuPhqEMcij7a8uWj3,-1,2022-04-03 19:00:00-05,,79,2011,f,t,t,t,10,t,2022-04-03 21:00:00-05,,0,0,95
3686,,-1,,,76,2093,f,t,t,t,6,f,,,0,0,0
3767,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3846,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
6027,,-1,,,15,4198,f,t,t,t,6,f,,,0,0,0
3743,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
9461,sub_1KUtGUJMuPhqEMciC9n2WcQI,-1,2022-03-22 07:46:22-06,,163,6853,t,t,t,f,9,t,2022-02-22 09:46:22-06,,0,0,28
3721,sub_1KCFoyJMuPhqEMciqqHajvrI,-1,2022-02-01 22:00:56-06,,69,2126,t,t,t,t,7,t,2022-01-02 00:00:56-06,,0,0,31
3759,sub_1KCGpfJMuPhqEMciqQALmU4V,-1,2022-02-01 23:05:43-06,,45,821,t,t,t,t,7,t,2022-01-02 01:05:43-06,,0,0,31
6066,,-1,,,131,4222,f,t,t,t,6,f,,,0,0,0
3689,,-1,,,80,2097,f,t,t,t,6,f,,,0,0,0
3690,,-1,,,80,2097,f,t,t,t,6,f,,,0,0,0
3700,sub_1KC8fhJMuPhqEMci4OXyBCvG,-1,2022-04-30 19:00:00-05,,81,2106,f,t,t,t,10,t,2022-04-30 21:00:00-05,,0,0,122
3699,sub_1KC8fXJMuPhqEMci2Do9GFxa,-1,2022-03-12 18:00:00-06,,78,2039,t,t,t,t,9,t,2022-02-12 20:00:00-06,,0,0,28
3702,sub_1KC9GQJMuPhqEMciN9egXhRA,-1,2022-03-02 15:00:50-06,,80,1348,f,t,t,t,20,f,2022-03-02 17:00:50-06,2022-01-05 15:00:50-06,3499,630,7
3744,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3745,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
4025,sub_1KDXaCJMuPhqEMciZ13KtOAO,-1,2022-03-02 11:11:00-06,,108,2324,t,f,t,f,7,t,2022-02-02 13:11:00-06,2022-01-05 11:11:00-06,2499,450,14
3719,,-1,,,75,2121,f,t,t,t,6,f,,,0,0,0
3720,,-1,,,106,1482,f,t,t,t,6,f,,,0,0,0
3692,sub_1KC6WNJMuPhqEMcituueKZvk,-1,2022-02-28 12:05:06-06,,70,2098,f,t,t,t,20,t,2022-02-28 14:05:06-06,,0,0,30
3693,,-1,,,87,621,f,t,t,t,6,f,,,0,0,0
3746,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3724,sub_1KCGYEJMuPhqEMciAm4PsHFv,-1,2022-02-01 22:47:41-06,,4,3,t,f,t,t,7,t,2022-01-02 00:47:41-06,,0,0,31
3694,sub_1KC8KFJMuPhqEMciY9e7X3xf,-1,2022-03-01 14:00:43-06,,3,1907,t,t,t,f,7,t,2022-01-01 16:00:43-06,,0,0,28
3747,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3748,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3865,sub_1KCTeBJMuPhqEMcibcJ7LDya,-1,2022-03-05 12:00:00-06,,33,2181,f,t,t,t,20,t,2022-03-05 14:00:00-06,2022-01-05 12:00:00-06,1099,198,28
3749,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3695,sub_1KC8MVJMuPhqEMciQOBjQ3cF,-1,2022-04-03 19:00:00-05,,79,621,f,t,t,t,10,t,2022-04-03 21:00:00-05,,0,0,95
3696,,-1,,,80,2,f,t,t,t,6,f,,,0,0,0
3697,,-1,,,81,2106,f,t,t,t,6,f,,,0,0,0
3698,,-1,,,81,2106,f,t,t,t,6,f,,,0,0,0
3718,sub_1KCEhOJMuPhqEMciMUdXpnMd,-1,2022-01-12 20:49:02-06,,80,165,t,t,t,t,7,f,2022-01-05 22:49:02-06,,0,0,7
6240,,-1,,,109,4289,f,t,t,t,6,f,,,0,0,0
3703,,-1,,,33,6,f,t,t,t,6,f,,,0,0,0
3704,,-1,,,79,2107,f,t,t,t,6,f,,,0,0,0
3705,,-1,,,80,1355,f,t,t,t,6,f,,,0,0,0
3706,,-1,,,4,2108,f,t,t,t,6,f,,,0,0,0
3707,,-1,,,80,1355,f,t,t,t,6,f,,,0,0,0
3708,,-1,,,80,2108,f,t,t,t,6,f,,,0,0,0
3709,,-1,,,69,2111,f,t,t,t,6,f,,,0,0,0
3710,,-1,,,69,2112,f,t,t,t,6,f,,,0,0,0
3711,,-1,,,33,2116,f,t,t,t,6,f,,,0,0,0
3712,,-1,,,33,2117,f,t,t,t,6,f,,,0,0,0
3713,,-1,,,80,1473,f,t,t,t,6,f,,,0,0,0
3714,,-1,,,33,2120,f,t,t,t,6,f,,,0,0,0
3715,,-1,,,78,2068,f,t,t,t,6,f,,,0,0,0
3716,,-1,,,86,6,f,t,t,t,6,f,,,0,0,0
3717,,-1,,,42,6,f,t,t,t,6,f,,,0,0,0
6246,,-1,,,207,4283,f,t,t,t,6,f,,,0,0,0
6257,,-1,,,207,4416,f,t,t,t,6,f,,,0,0,0
3726,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3727,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3728,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3729,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3730,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3731,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3732,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3733,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3750,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3734,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3735,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3736,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3737,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3738,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3739,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3740,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3741,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3742,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3751,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3752,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3753,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3754,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3755,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3756,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3757,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3758,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3722,sub_1KCFvyJMuPhqEMciN1OuS1l6,-1,2022-01-01 22:08:09-06,,69,2128,t,t,t,t,7,t,2022-01-02 00:08:09-06,,0,0,3
3761,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3762,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3763,,-1,,,55,821,f,t,t,t,6,f,,,0,0,0
3785,sub_1KCPOMJMuPhqEMciRv8wUlPz,-1,2022-02-28 08:14:06-06,,70,2145,f,t,t,t,20,t,2022-02-28 10:14:06-06,,0,0,29
3813,sub_1KCRCXJMuPhqEMciFuElYR0O,-1,2022-02-02 10:10:01-06,,69,2083,t,t,t,t,7,t,2022-02-02 12:10:01-06,2022-01-02 10:10:01-06,4999,900,31
3770,,-1,,,86,2133,f,t,t,t,6,f,,,0,0,0
3817,sub_1KCS2jJMuPhqEMci5ecmCxca,-1,2022-02-28 11:03:57-06,,42,2099,f,t,t,t,20,f,2022-02-28 13:03:57-06,2021-12-30 11:03:57-06,4999,900,29
3775,sub_1KCIlIJMuPhqEMciLpIq5EOy,-1,2022-01-27 01:09:20-06,,86,2137,f,t,t,t,7,f,2022-01-27 03:09:20-06,2021-12-30 01:09:20-06,2500,450,7
3798,,-1,,,69,2157,f,t,t,t,6,f,,,0,0,0
3777,sub_1KCIpTJMuPhqEMciRAp8qxjo,-1,2022-02-28 01:13:39-06,,42,2138,t,f,t,f,7,f,2022-02-28 03:13:39-06,2021-12-30 01:13:39-06,4999,900,29
3772,,-1,,,33,2135,f,t,t,t,6,f,,,0,0,0
3773,sub_1KCIEzJMuPhqEMci6yqxgiEM,-1,2022-03-05 12:00:00-06,,33,2136,f,t,t,t,20,t,2022-03-05 14:00:00-06,2022-01-05 12:00:00-06,1099,198,28
3771,sub_1KCHssJMuPhqEMcioaTylW1c,-1,2022-02-05 12:00:00-06,,33,2134,t,t,t,t,7,t,2022-01-05 14:00:00-06,,0,0,31
3786,,-1,,,33,2146,f,t,t,t,6,f,,,0,0,0
3779,,-1,,,42,2141,f,t,t,t,6,f,,,0,0,0
3778,sub_1KCJB8JMuPhqEMcikLpc6biz,-1,2022-03-05 12:00:00-06,,33,2139,f,t,t,t,20,t,2022-03-05 14:00:00-06,2022-01-05 12:00:00-06,1099,198,28
3807,sub_1KCQmtJMuPhqEMciqAxeon7N,-1,2022-02-02 09:43:31-06,,69,2163,t,f,t,t,7,t,2022-01-02 11:43:31-06,,0,0,31
3793,sub_1KCPu8JMuPhqEMciXeeWWmIX,-1,2022-02-02 08:46:55-06,,69,2154,t,t,t,t,7,t,2022-01-02 10:46:55-06,,0,0,31
3787,,-1,,,83,1909,f,t,t,t,6,f,,,0,0,0
3809,sub_1KCQrlJMuPhqEMciya8EQn9A,-1,2022-04-03 19:00:00-05,,79,2107,t,t,t,t,10,t,2022-04-03 21:00:00-05,,0,0,94
6067,,-1,,,131,4222,f,t,t,t,6,f,,,0,0,0
3788,,-1,,,69,1948,f,t,t,t,6,f,,,0,0,0
3789,,-1,,,69,2147,f,t,t,t,6,f,,,0,0,0
3790,,-1,,,69,2150,f,t,t,t,6,f,,,0,0,0
3791,,-1,,,69,2151,f,t,t,t,6,f,,,0,0,0
3792,,-1,,,69,2083,f,t,t,t,6,f,,,0,0,0
3819,sub_1KCS7yJMuPhqEMciVelQYDD8,-1,2022-03-05 12:00:00-06,,33,2173,t,f,t,f,7,t,2022-02-05 14:00:00-06,2022-01-05 12:00:00-06,1099,198,28
3815,sub_1KCRjiJMuPhqEMciFXLS6n25,-1,2022-02-02 10:44:18-06,,69,2171,f,t,t,t,7,t,2022-02-02 12:44:18-06,2022-01-02 10:44:18-06,4999,900,31
3784,sub_1KCPCqJMuPhqEMcifRkbDK3I,-1,2022-02-03 08:02:12-06,,86,2104,t,t,t,t,7,f,2022-01-13 10:02:12-06,2021-12-30 08:02:12-06,2500,450,7
3797,sub_1KCQAOJMuPhqEMcioVV5nV2L,-1,2022-03-03 09:03:44-06,,101,2155,f,t,t,t,20,f,2022-03-03 11:03:44-06,2021-12-30 09:03:44-06,1000,180,7
3780,sub_1KCNlKJMuPhqEMciXsQn1OV7,-1,2022-02-28 06:29:42-06,,5,2143,t,t,t,t,20,f,2022-02-28 08:29:42-06,2021-12-30 06:29:42-06,2999,540,29
3795,sub_1KCPzvJMuPhqEMcivQsvFFYZ,-1,2022-01-02 08:52:55-06,,69,2152,f,t,t,t,7,t,2022-01-02 10:52:55-06,,0,0,3
3774,sub_1KCIdIJMuPhqEMcigQa3b4s5,-1,2022-02-02 01:01:03-06,,45,1022,t,t,t,t,7,t,2022-01-02 03:01:03-06,,0,0,31
3805,,-1,,,69,2161,f,t,t,t,6,f,,,0,0,0
3806,,-1,,,85,2163,f,t,t,t,6,f,,,0,0,0
3801,sub_1KCQLGJMuPhqEMcisrarwZ8p,-1,2022-02-28 09:14:58-06,,42,2158,f,f,t,t,7,f,2022-01-30 11:14:58-06,2021-12-30 09:14:58-06,2499,450,29
3776,,-1,,,42,2138,f,t,t,t,6,f,,,0,0,0
3760,sub_1KCGr5JMuPhqEMcijpg9J9Xq,-1,2022-02-01 23:07:11-06,,69,821,t,t,t,f,7,t,2022-01-02 01:07:11-06,,0,0,31
3799,sub_1KCQErJMuPhqEMciHCMTEGuo,-1,2022-03-02 09:08:21-06,,69,2157,f,t,t,t,20,t,2022-03-02 11:08:21-06,2022-01-02 09:08:21-06,4999,900,28
3782,,-1,,,69,2104,f,t,t,t,6,f,,,0,0,0
3783,,-1,,,85,2104,f,t,t,t,6,f,,,0,0,0
3820,sub_1KCSAOJMuPhqEMciNpYClqDO,-1,2022-03-02 11:11:51-06,,69,2174,f,t,t,t,20,t,2022-03-02 13:11:51-06,2022-01-02 11:11:51-06,4999,900,28
3794,,-1,,,69,2152,f,t,t,t,6,f,,,0,0,0
9563,,-1,,,161,7621,f,t,t,t,6,f,,,0,0,0
3800,,-1,,,2,6,f,t,t,t,6,f,,,0,0,0
9566,,-1,,,301,6512,f,t,t,t,6,f,,,0,0,0
3796,,-1,,,30,6,f,t,t,t,6,f,,,0,0,0
3816,,-1,,,71,749,f,t,t,t,6,f,,,0,0,0
3814,,-1,,,69,2171,f,t,t,t,6,f,,,0,0,0
3802,,-1,,,69,1377,f,t,t,t,6,f,,,0,0,0
3803,,-1,,,69,1377,f,t,t,t,6,f,,,0,0,0
3818,,-1,,,86,2133,f,t,t,t,6,f,,,0,0,0
3810,,-1,,,69,2166,f,t,t,t,6,f,,,0,0,0
3811,,-1,,,106,6,f,t,t,t,6,f,,,0,0,0
3812,,-1,,,69,2168,f,t,t,t,6,f,,,0,0,0
3821,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3822,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3823,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3824,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3825,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3826,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3827,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3828,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3829,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3830,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3831,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3832,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3833,,-1,,,86,2133,f,t,t,t,6,f,,,0,0,0
3834,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3835,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3836,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3837,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3838,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3839,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3840,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3849,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3850,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3851,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3852,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3853,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3854,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3855,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3856,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3901,,-1,,,102,6,f,t,t,t,6,f,,,0,0,0
3867,sub_1KCTu2JMuPhqEMciU4HNt4OD,-1,2022-02-28 13:03:06-06,,70,2183,f,t,t,t,20,t,2022-02-28 15:03:06-06,,0,0,29
3873,sub_1KCUiqJMuPhqEMcieYT3jMq9,-1,2022-03-03 13:55:36-06,,86,2102,f,t,t,t,20,f,2022-03-03 15:55:36-06,2021-12-30 13:55:36-06,2500,450,7
3857,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3858,,-1,,,76,2175,f,t,t,t,6,f,,,0,0,0
3874,,-1,,,33,1712,f,t,t,t,6,f,,,0,0,0
3559,sub_1KBTDJJMuPhqEMci3Nkqel7L,-1,2022-01-30 18:06:49-06,,4,1496,t,f,t,f,7,t,2021-12-30 20:06:49-06,,0,0,31
3859,,-1,,,69,2177,f,t,t,t,6,f,,,0,0,0
3860,,-1,,,26,6,f,t,t,t,6,f,,,0,0,0
4208,sub_1KEbjEJMuPhqEMcitn5BmcYQ,-1,2022-04-05 10:48:44-05,,133,2020,f,t,t,t,20,f,2022-04-05 12:48:44-05,2022-01-05 09:48:44-06,16000,2880,90
3878,sub_1KCVz5JMuPhqEMciomkHG1NR,-1,2022-03-05 12:00:00-06,,33,2190,f,t,t,t,20,t,2022-03-05 14:00:00-06,2022-01-05 12:00:00-06,1099,198,28
6090,sub_1KLbcyJMuPhqEMcibXMjOwlG,-1,2022-03-24 17:07:12-06,,131,4212,f,t,t,t,20,t,2022-03-24 19:07:12-06,2022-02-24 17:07:12-06,6000,1080,28
6029,,-1,,,175,4186,f,t,t,t,6,f,,,0,0,0
3887,sub_1KCXFpJMuPhqEMci3r55HLIz,-1,2022-04-03 19:00:00-05,,79,2090,f,t,t,t,10,t,2022-04-03 21:00:00-05,,0,0,94
3881,sub_1KCWkoJMuPhqEMcicB1KAl49,-1,2022-01-13 16:05:46-06,,86,2191,t,t,t,t,7,f,2022-01-13 18:05:46-06,2021-12-30 16:05:46-06,2500,450,7
3844,sub_1KCSDQJMuPhqEMciQcPsmG4x,-1,2022-01-13 11:15:00-06,,86,2133,t,t,t,f,7,f,2022-01-06 13:15:00-06,2021-12-30 11:15:00-06,1250,225,7
3866,sub_1KCTnfJMuPhqEMcioHDDmCrw,-1,2022-02-28 12:56:31-06,,42,2182,t,t,t,t,20,f,2022-02-28 14:56:31-06,2021-12-30 12:56:31-06,4999,900,29
3875,sub_1KCVKMJMuPhqEMcih3OfFXXu,-1,2022-01-30 14:34:22-06,,5,278,t,t,t,t,7,f,2022-01-30 16:34:22-06,2021-12-30 14:34:22-06,1499,270,31
3888,sub_1KCXfbJMuPhqEMci1ofwA0QO,-1,2022-01-20 17:04:27-06,,86,2193,t,t,t,t,7,f,2022-01-13 19:04:27-06,2021-12-30 17:04:27-06,2500,450,7
3904,sub_1KClqNJMuPhqEMcizzdEKXvl,-1,2022-02-28 08:12:31-06,,5,2164,f,t,t,t,20,f,2022-02-28 10:12:31-06,2021-12-31 08:12:31-06,2999,540,28
3861,sub_1KCTFjJMuPhqEMciGdR7ZB1r,-1,2022-03-02 12:21:27-06,,69,2177,t,t,t,f,7,t,2022-02-02 14:21:27-06,2022-01-02 12:21:27-06,4999,900,28
3863,,-1,,,69,2179,f,t,t,t,6,f,,,0,0,0
3892,sub_1KCZmCJMuPhqEMcizIBoLLsU,-1,2022-03-02 19:19:23-06,,3,24,f,t,t,t,20,t,2022-03-02 21:19:23-06,2022-01-02 19:19:23-06,2999,540,28
3864,,-1,,,69,2180,f,t,t,t,6,f,,,0,0,0
3903,sub_1KClkBJMuPhqEMciXRpHNCcg,-1,2022-12-31 08:06:06-06,,106,1808,t,t,t,t,20,f,2022-12-31 10:06:06-06,2021-12-31 08:06:06-06,19999,3600,365
6068,,-1,,,131,4226,f,t,t,t,6,f,,,0,0,0
4214,sub_1KEcbUJMuPhqEMciTpEXQ4wF,-1,2022-03-05 10:44:48-06,,69,2038,t,t,t,f,7,f,2022-02-05 12:44:48-06,2022-01-05 10:44:48-06,4999,750,28
3869,,-1,,,71,2,f,t,t,t,6,f,,,0,0,0
3870,,-1,,,5,2184,f,t,t,t,6,f,,,0,0,0
3871,,-1,,,69,2036,f,t,t,t,6,f,,,0,0,0
3868,sub_1KCTxdJMuPhqEMcifg2abm3P,-1,2022-03-02 13:06:49-06,,69,1583,t,f,t,f,7,t,2022-02-02 15:06:49-06,2022-01-02 13:06:49-06,4999,900,28
3896,sub_1KChgIJMuPhqEMciXt1OCKcX,-1,2022-02-11 03:45:49-06,,73,2203,f,t,t,t,7,f,2022-01-28 05:45:49-06,2021-12-31 03:45:49-06,1999,360,7
3883,,-1,,,85,2111,f,t,t,t,6,f,,,0,0,0
3884,,-1,,,70,2192,f,t,t,t,6,f,,,0,0,0
3902,,-1,,,30,6,f,t,t,t,6,f,,,0,0,0
3876,,-1,,,42,2189,f,t,t,t,6,f,,,0,0,0
3415,sub_1KAcUlJMuPhqEMciG7qcLCQL,-1,2022-02-28 09:49:19-06,,4,1099,t,t,t,t,7,t,2021-12-28 11:49:19-06,,0,0,31
3885,,-1,,,70,2192,f,t,t,t,6,f,,,0,0,0
3882,sub_1KCWrOJMuPhqEMciQE5KEudr,-1,2022-02-02 16:12:34-06,,2,137,t,t,t,t,7,t,2022-01-02 18:12:34-06,,0,0,31
3906,sub_1KClx2JMuPhqEMcib65vaptY,-1,2022-03-03 08:19:23-06,,5,1387,f,t,t,t,20,t,2022-03-03 10:19:23-06,2022-01-03 08:19:23-06,2999,540,28
3889,sub_1KCXq4JMuPhqEMcilLNkGLbH,-1,2022-03-05 12:00:00-06,,33,2194,f,t,t,t,20,t,2022-03-05 14:00:00-06,2022-01-05 12:00:00-06,1099,198,28
3880,,-1,,,85,2191,f,t,t,t,6,f,,,0,0,0
9564,,-1,,,161,7622,f,t,t,t,6,f,,,0,0,0
3890,,-1,,,80,2195,f,t,t,t,6,f,,,0,0,0
3877,sub_1KCVxiJMuPhqEMciwzD0ih1I,-1,2022-03-30 15:15:02-06,,71,2189,f,t,t,t,20,f,2022-03-30 17:15:02-06,2021-12-30 15:15:02-06,6499,1170,90
9567,,-1,,,276,6625,f,t,t,t,6,f,,,0,0,0
3891,,-1,,,106,1808,f,t,t,t,6,f,,,0,0,0
3893,sub_1KCa7hJMuPhqEMcikYtuWtfw,-1,2022-01-02 19:41:37-06,,3,2197,f,t,t,t,7,t,2022-01-02 21:41:37-06,,0,0,3
3894,,-1,,,80,6,f,t,t,t,6,f,,,0,0,0
3682,sub_1KC5nSJMuPhqEMciBaWPC2vI,-1,2022-01-05 11:18:42-06,,80,2091,t,f,t,t,7,f,2022-01-05 13:18:42-06,,0,0,7
3897,,-1,,,69,2204,f,t,t,t,6,f,,,0,0,0
3898,,-1,,,69,2205,f,t,t,t,6,f,,,0,0,0
3899,,-1,,,69,2206,f,t,t,t,6,f,,,0,0,0
3900,sub_1KCkfoJMuPhqEMciLOf0h00a,-1,2022-01-03 06:57:32-06,,69,2206,t,t,t,f,7,t,2022-01-03 08:57:32-06,,0,0,3
3808,sub_1KCQmwJMuPhqEMciPLRjqLz0,-1,2022-01-02 09:43:33-06,,5,2164,f,t,t,t,7,t,2022-01-02 11:43:33-06,,0,0,3
3905,,-1,,,107,2,f,t,t,t,6,f,,,0,0,0
3907,,-1,,,5,1387,f,t,t,t,6,f,,,0,0,0
3909,,-1,,,45,2,f,t,t,t,6,f,,,0,0,0
3910,,-1,,,101,2211,f,t,t,t,6,f,,,0,0,0
3911,,-1,,,69,2212,f,t,t,t,6,f,,,0,0,0
3945,sub_1KCs9XJMuPhqEMcis8vqHscW,-1,2022-02-03 14:56:43-06,,69,2245,t,t,t,t,7,t,2022-01-03 16:56:43-06,,0,0,31
4209,,-1,,,132,2423,f,t,t,t,6,f,,,0,0,0
4216,,-1,,,131,1070,f,t,t,t,6,f,,,0,0,0
3956,sub_1KCylaJMuPhqEMciHwmwJYuu,-1,2022-02-02 22:00:26-06,,85,2073,t,t,t,f,7,f,2022-01-05 00:00:26-06,2021-12-31 22:00:26-06,1500,225,1
3912,sub_1KCnB7JMuPhqEMci5faDWnzY,-1,2022-02-28 09:38:01-06,,45,2214,t,t,t,f,7,f,2022-01-31 11:38:01-06,2021-12-31 09:38:01-06,9999,1800,28
3913,,-1,,,5,2215,f,t,t,t,6,f,,,0,0,0
3914,,-1,,,5,2215,f,t,t,t,6,f,,,0,0,0
4239,,-1,,,131,2437,f,t,t,t,6,f,,,0,0,0
3968,,-1,,,5,2268,f,t,t,t,6,f,,,0,0,0
3961,sub_1KD9VFJMuPhqEMciBsMob2En,-1,2022-01-04 09:28:17-06,,2,2263,f,t,t,t,7,t,2022-01-04 11:28:17-06,,0,0,3
3971,,-1,,,69,2271,f,t,t,t,6,f,,,0,0,0
3938,sub_1KCpweJMuPhqEMciHgr9tBdJ,-1,2022-02-02 12:35:16-06,,85,136,t,t,t,t,7,f,2022-01-13 14:35:16-06,2021-12-31 12:35:16-06,1500,270,1
3955,sub_1KCxC5JMuPhqEMci53kdjgc4,-1,2022-03-04 20:19:41-06,,86,2180,f,t,t,t,20,f,2022-03-04 22:19:41-06,2021-12-31 20:19:41-06,2500,375,7
3925,sub_1KCoL9JMuPhqEMciSH5vHed7,-1,2022-03-03 10:52:27-06,,34,2223,f,t,t,t,20,t,2022-03-03 12:52:27-06,2022-01-03 10:52:27-06,1099,198,28
3972,sub_1KDCsDJMuPhqEMci8cfZfvh2,-1,2022-03-01 13:04:13-06,,69,2271,f,t,t,t,20,f,2022-03-01 15:04:13-06,2022-01-01 13:04:13-06,4999,750,28
3916,,-1,,,55,6,f,t,t,t,6,f,,,0,0,0
3917,,-1,,,55,6,f,t,t,t,6,f,,,0,0,0
3918,,-1,,,55,6,f,t,t,t,6,f,,,0,0,0
3919,,-1,,,55,6,f,t,t,t,6,f,,,0,0,0
3920,,-1,,,55,6,f,t,t,t,6,f,,,0,0,0
3921,,-1,,,97,6,f,t,t,t,6,f,,,0,0,0
3922,,-1,,,55,6,f,t,t,t,6,f,,,0,0,0
3923,,-1,,,86,2221,f,t,t,t,6,f,,,0,0,0
